2026-01-15 23:04:33,107 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000000 				 value=12.9309
2026-01-15 23:04:34,796 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000080 				 value=0.0003
2026-01-15 23:04:34,796 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,796 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000080 				 value=0.0001
2026-01-15 23:04:34,796 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000080 				 value=0.0007
2026-01-15 23:04:34,796 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000080 				 value=0.0007
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000080 				 value=0.0016
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000080 				 value=0.0004
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000080 				 value=0.0004
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000080 				 value=0.1894
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000080 				 value=0.1269
2026-01-15 23:04:34,797 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:34,797 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000080 				 value=0.0000
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000090 				 value=0.0086
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000090 				 value=0.0009
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000090 				 value=0.0009
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000090 				 value=0.0005
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000090 				 value=0.0003
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000090 				 value=0.0003
2026-01-15 23:04:35,011 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,011 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000090 				 value=0.0003
2026-01-15 23:04:35,011 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000090 				 value=0.0007
2026-01-15 23:04:35,011 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000090 				 value=0.0007
2026-01-15 23:04:35,011 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000090 				 value=0.0014
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000090 				 value=0.0004
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000090 				 value=0.0004
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000090 				 value=0.1417
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000090 				 value=0.1811
2026-01-15 23:04:35,012 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,012 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000090 				 value=0.0000
2026-01-15 23:04:35,225 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000100 				 value=0.0144
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000100 				 value=0.0010
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000100 				 value=0.0010
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000100 				 value=0.0009
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000100 				 value=0.0003
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000100 				 value=0.0003
2026-01-15 23:04:35,226 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,226 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000100 				 value=0.0136
2026-01-15 23:04:35,226 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000100 				 value=0.0007
2026-01-15 23:04:35,226 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000100 				 value=0.0007
2026-01-15 23:04:35,226 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,226 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000100 				 value=0.0009
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000100 				 value=0.0004
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000100 				 value=0.0004
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000100 				 value=0.2852
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,227 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,228 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000100 				 value=0.0702
2026-01-15 23:04:35,228 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,228 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,228 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000100 				 value=0.0000
2026-01-15 23:04:35,442 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000110 				 value=0.0102
2026-01-15 23:04:35,442 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000110 				 value=0.0010
2026-01-15 23:04:35,442 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000110 				 value=0.0010
2026-01-15 23:04:35,442 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,443 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000110 				 value=0.0016
2026-01-15 23:04:35,443 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000110 				 value=0.0003
2026-01-15 23:04:35,443 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000110 				 value=0.0003
2026-01-15 23:04:35,443 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000110 				 value=0.0003
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000110 				 value=0.0008
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000110 				 value=0.0008
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000110 				 value=0.0011
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000110 				 value=0.0004
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000110 				 value=0.0004
2026-01-15 23:04:35,443 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,444 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=0.3724
2026-01-15 23:04:35,444 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,444 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,444 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,444 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=0.1137
2026-01-15 23:04:35,444 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,444 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,444 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:04:35,656 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0949
2026-01-15 23:04:35,656 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0010
2026-01-15 23:04:35,656 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0010
2026-01-15 23:04:35,656 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,657 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0011
2026-01-15 23:04:35,657 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0003
2026-01-15 23:04:35,657 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0003
2026-01-15 23:04:35,657 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0010
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0010
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0010
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0002
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0004
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0004
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,657 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=0.2505
2026-01-15 23:04:35,658 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,658 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,658 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,658 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=0.0951
2026-01-15 23:04:35,658 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,658 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,658 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0262
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0010
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0010
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0011
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0003
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0003
2026-01-15 23:04:35,860 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,860 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0004
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0010
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0010
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0009
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0004
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0004
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.2976
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,861 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,861 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.1496
2026-01-15 23:04:35,861 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,861 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:35,862 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:04:36,061 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000140 				 value=0.0186
2026-01-15 23:04:36,061 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000140 				 value=0.0010
2026-01-15 23:04:36,062 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000140 				 value=0.0010
2026-01-15 23:04:36,062 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,062 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000140 				 value=0.0005
2026-01-15 23:04:36,062 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000140 				 value=0.0003
2026-01-15 23:04:36,062 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000140 				 value=0.0003
2026-01-15 23:04:36,062 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000140 				 value=0.0003
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000140 				 value=0.0010
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000140 				 value=0.0010
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000140 				 value=0.0009
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000140 				 value=0.0004
2026-01-15 23:04:36,062 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000140 				 value=0.0004
2026-01-15 23:04:36,063 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,063 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000140 				 value=0.3622
2026-01-15 23:04:36,063 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,063 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,063 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,063 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000140 				 value=0.1783
2026-01-15 23:04:36,063 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,063 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,063 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:04:36,262 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000150 				 value=0.0186
2026-01-15 23:04:36,262 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000150 				 value=0.0010
2026-01-15 23:04:36,263 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000150 				 value=0.0010
2026-01-15 23:04:36,263 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,263 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000150 				 value=0.0009
2026-01-15 23:04:36,263 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000150 				 value=0.0003
2026-01-15 23:04:36,263 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000150 				 value=0.0003
2026-01-15 23:04:36,263 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000150 				 value=0.0010
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000150 				 value=0.0010
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000150 				 value=0.0014
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000150 				 value=0.0004
2026-01-15 23:04:36,263 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000150 				 value=0.0004
2026-01-15 23:04:36,264 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,264 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000150 				 value=0.4464
2026-01-15 23:04:36,264 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,264 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,264 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,264 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000150 				 value=0.1641
2026-01-15 23:04:36,264 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,264 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,264 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000150 				 value=0.0000
2026-01-15 23:04:36,475 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000160 				 value=0.0172
2026-01-15 23:04:36,475 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000160 				 value=0.0010
2026-01-15 23:04:36,475 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000160 				 value=0.0010
2026-01-15 23:04:36,475 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,476 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000160 				 value=0.0009
2026-01-15 23:04:36,476 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000160 				 value=0.0003
2026-01-15 23:04:36,476 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000160 				 value=0.0003
2026-01-15 23:04:36,476 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000160 				 value=0.0013
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000160 				 value=0.0010
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000160 				 value=0.0010
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000160 				 value=0.0000
