2026-01-15 23:06:41,584 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000000 				 value=4.7781
2026-01-15 23:06:43,406 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000040 				 value=0.0003
2026-01-15 23:06:43,406 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,406 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000040 				 value=0.0020
2026-01-15 23:06:43,406 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,406 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,406 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000040 				 value=0.9491
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000040 				 value=0.4457
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000040 				 value=0.2309
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000040 				 value=0.0872
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,407 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,408 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,408 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000040 				 value=0.0303
2026-01-15 23:06:43,408 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,408 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,408 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000050 				 value=0.0007
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,125 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000050 				 value=0.0010
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000050 				 value=0.0026
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,126 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000050 				 value=0.0007
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000050 				 value=0.0002
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,127 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000050 				 value=0.0004
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000050 				 value=0.0016
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000050 				 value=0.0003
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000050 				 value=0.0008
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000050 				 value=0.3411
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,128 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000050 				 value=0.1661
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000050 				 value=0.0750
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,129 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000050 				 value=0.0298
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000050 				 value=0.0063
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,130 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000050 				 value=0.0000
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000060 				 value=0.0007
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,545 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,546 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,547 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000060 				 value=0.0016
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000060 				 value=0.0004
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000060 				 value=0.0013
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000060 				 value=0.0003
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,548 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000060 				 value=0.0081
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000060 				 value=0.0032
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000060 				 value=0.0017
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000060 				 value=0.0007
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,549 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,550 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000060 				 value=0.0002
2026-01-15 23:06:44,550 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,550 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,550 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000060 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000070 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000070 				 value=0.0004
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000070 				 value=0.0004
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000070 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000070 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000070 				 value=0.0002
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000070 				 value=0.0002
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000070 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000070 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000070 				 value=0.0003
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000070 				 value=0.0003
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000070 				 value=0.0000
2026-01-15 23:06:44,977 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000070 				 value=0.0007
2026-01-15 23:06:44,978 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000070 				 value=0.0003
